,File Name,Fashion Sentence,adjectives,nouns,noun_adj_map,suprisal
294,00000021.txt,"she will live in style, and travel; and her
husband""--

""will be the laughing-stock of his friends,"" interrupted fred angrily.
",[],"['style', 'travel', 'husband""--', 'stock', 'friends', 'fred']",[],7.54776407430229
295,00000021.txt,"shops and mills closed, for sale, and to let; some
running on three-quarter time, with half the number of workmen, others
going on at ruinous competition; anxious, moody-eyed men walking the
streets, or grouped on corners, their coats and hats shabby, their
beards untrimmed, old boots and shoes with the heels tramped over at one
side, or a bit of stocking showing through the leather.","['ruinous', 'anxious', 'moody', '-', 'eyed', 'shabby', 'untrimmed', 'old']","['shops', 'mills', 'sale', 'quarter', 'time', 'number', 'workmen', 'others', 'competition', 'men', 'streets', 'corners', 'coats', 'hats', 'beards', 'boots', 'shoes', 'heels', 'side', 'bit', 'stocking', 'leather']","[{'competition': ['ruinous'], 'men': ['anxious', 'eyed'], 'boots': ['untrimmed', 'old']}, {'competition': ['ruinous'], 'men': ['anxious', 'eyed'], 'boots': ['untrimmed', 'old']}, {'competition': ['ruinous'], 'men': ['anxious', 'eyed'], 'boots': ['untrimmed', 'old']}]",6.727642789883676
296,00000021.txt,"he had dipped into
chemistry, and knew a little about dyes; he had studied up in grades and
kinds of wool, and was interested in labor processes.","['little', 'interested']","['chemistry', 'dyes', 'grades', 'kinds', 'wool', 'labor', 'processes']",[],6.966704865958411
297,00000021.txt,"even amid the florida orange-groves, and the great
cotton-fields, some cause brought about baleful results, in the unwisdom
of man.

","['orange', 'great', 'baleful']","['groves', 'cotton', 'fields', 'cause', 'results', 'unwisdom', 'man']","[{'fields': ['great'], 'results': ['baleful']}, {'fields': ['great'], 'results': ['baleful']}]",7.874550372998523
298,00000021.txt,and jack knit his brows.,[],['brows'],[],9.73107901149142
299,00000021.txt,"""

cameron came back to his chair, pushed it out from the wall, planted
himself deliberately in it, and tilted back, pushing up his old felt
hat, as if he did not mean to have his vision obstructed.",['old'],"['cameron', 'chair', 'wall', 'hat', 'vision']",[{'hat': ['old']}],6.965586978727803
300,00000021.txt,"then cameron rose, reached out for the phial of medicine, drove
his slouch-hat down over his forehead, and walked toward the door.

",['slouch'],"['phial', 'medicine', 'hat', 'forehead', 'door']",[],6.9129912444409385
301,00000021.txt,"kenny keeps his factory open, and gives the men three days' work in the
week, and pays them in poor shoes, as much as possible; and takes out a
good deal in high rent.","['open', 'poor', 'possible', 'good', 'high']","['factory', 'men', 'days', 'work', 'week', 'shoes', 'deal', 'rent']","[{'shoes': ['poor'], 'deal': ['good'], 'rent': ['high']}, {'shoes': ['poor'], 'deal': ['good'], 'rent': ['high']}, {'shoes': ['poor'], 'deal': ['good'], 'rent': ['high']}]",6.710172792209032
302,00000021.txt,"no: all the work isn't
done up yet, miss sylvie,"" and jane morgan stopped just then, to knit
the seam-stitch in a stocking for a poor body.

",['poor'],"['work', 'seam', 'stitch', 'stocking', 'body']",[{'body': ['poor']}],8.056686191637668
303,00000021.txt,"they looked
into the cotton-mill connected with the rochdale experiment; they read
up the workings of those at oldham and lancashire, of the industries in
france, and banking in germany.

",[],"['cotton', 'mill', 'rochdale', 'experiment', 'workings', 'lancashire', 'industries', 'banking']",[],7.754182467382057
304,00000021.txt,"she was very good to my mother, who
married quite to her liking, although my father was not rich, but we
always lived in a certain style, and my father had a fine reputation as
a lawyer.","['good', 'rich', 'certain', 'fine']","['mother', 'liking', 'father', 'style', 'father', 'reputation', 'lawyer']","[{'style': ['certain'], 'reputation': ['fine']}, {'style': ['certain'], 'reputation': ['fine']}]",6.300323000729683
305,00000021.txt,"my father left a
little: it was made over to me; and my sister, five years younger than
i, was brought up properly, and married properly, and lives in chicago
in elegant style.","['little', 'younger', 'elegant']","['father', 'sister', 'years', 'lives', 'style']",[{'style': ['elegant']}],6.529683879434549
306,00000021.txt,"the whole contour of the
face was slightly aquiline, the forehead high and broad, but the curling
hair falling over it in the requirements of fashion softened it; shining
silvery white, curling naturally, and very abundant, the coil at the
back partly covered with a diamond-shaped bit of elegant black thread
lace that matched the barb at her throat.","['whole', 'aquiline', 'high', 'broad', 'white', 'abundant', 'elegant', 'black']","['contour', 'face', 'forehead', 'curling', 'hair', 'requirements', 'fashion', 'silvery', 'coil', 'back', 'diamond', 'bit', 'thread', 'lace', 'barb', 'throat']","[{'contour': ['whole'], 'bit': ['shaped'], 'thread': ['black'], 'lace': ['elegant']}, {'contour': ['whole'], 'bit': ['shaped'], 'thread': ['black'], 'lace': ['elegant']}, {'contour': ['whole'], 'bit': ['shaped'], 'thread': ['black'], 'lace': ['elegant']}, {'contour': ['whole'], 'bit': ['shaped'], 'thread': ['black'], 'lace': ['elegant']}]",7.122012766924165
307,00000021.txt,"her rich, soft, steel-colored
silk made no rustle as she crossed the floor, but the diamonds in her
ears and on her breast flashed a glitter of sunlight about her.

","['rich', 'soft']","['steel', 'silk', 'rustle', 'floor', 'diamonds', 'ears', 'breast', 'glitter', 'sunlight']",[{'silk': ['colored']}],7.260980940196745
308,00000021.txt,"and when mrs. ray offered to take josie this winter, and keep her in
shoes for what she could do, and teach her a little, mrs. cairns said,
'if she was worth any thing, she was worth more than that.","['little', 'worth', 'worth', 'more']","['josie', 'winter', 'shoes', 'thing']",[],5.835633445335012
309,00000021.txt,"""to turn an honest penny in these hard times, and
not be wronging any one, would just suit the likes of her.","['honest', 'hard']","['penny', 'times', 'one', 'likes']","[{'penny': ['honest'], 'times': ['hard']}, {'penny': ['honest'], 'times': ['hard']}]",7.778878488115352
310,00000021.txt,"he manages to make the men understand that every penny saved is
for the benefit of all, that a yard of cloth or a pound of wool spoiled
is to the loss of all.",[],"['men', 'penny', 'benefit', 'yard', 'cloth', 'pound', 'wool', 'loss']",[],6.407478511176264
311,00000021.txt,"at the west he managed
to talk two large wool-dealers into a trade; they taking cloth of
various grades in exchange, and disposing of it to the best of their
ability.

","['large', 'various', 'best']","['west', 'wool', 'dealers', 'trade', 'cloth', 'grades', 'exchange', 'ability']","[{'dealers': ['large'], 'grades': ['various']}, {'dealers': ['large'], 'grades': ['various']}]",7.220899351517263
312,00000021.txt,"they were
pleased to get a fair price for their wool, and i lost nothing on my
cloth.","['pleased', 'fair']","['price', 'wool', 'cloth']",[{'price': ['fair']}],7.441967914728128
313,00000021.txt,"to-day you may suit, to-morrow a chap comes along with some new
fandango or summersault of high art, and the world leaves everybody to
run after him, and you are thrown over.","['new', 'high']","['day', 'morrow', 'chap', 'fandango', 'summersault', 'art', 'world']","[{'fandango': ['new'], 'art': ['high']}, {'fandango': ['new'], 'art': ['high']}]",7.675593963174391
314,00000021.txt,"""the girls learn to
hem a handkerchief, which a sewing-machine can do in ten seconds: they
sew a few patches together, and perhaps make an apron.",['few'],"['girls', 'handkerchief', 'sewing', 'machine', 'seconds', 'patches', 'apron']",[],6.84053151397942
315,00000021.txt,"mrs. webber sat by the window, making
lace, on a cushion, at which she realizes about a dollar a week;
christine, the eldest girl, who still goes to school, was crocheting a
baby's hood,--she does a good deal of work for mrs. burnett's
fancy-store, and yet is a very smart scholar; amelie, the next one, was
darning the stockings; the boy, who comes third, was out-doors, tidying
up the chicken-house; and the two little girls were in the corner,
cutting and sewing patchwork, with a doll in the cradle between them.
","['eldest', 'good', 'fancy', 'smart', 'next', 'third', 'out', 'little']","['window', 'lace', 'cushion', 'dollar', 'week', 'christine', 'girl', 'school', 'baby', 'deal', 'work', 'store', 'scholar', 'stockings', 'boy', 'doors', 'chicken', 'girls', 'corner', 'sewing', 'patchwork', 'doll', 'cradle']","[{'girl': ['eldest'], 'deal': ['good'], 'store': ['fancy'], 'scholar': ['smart'], 'doors': ['out'], 'girls': ['little'], 'patchwork': ['cutting']}, {'girl': ['eldest'], 'deal': ['good'], 'store': ['fancy'], 'scholar': ['smart'], 'doors': ['out'], 'girls': ['little'], 'patchwork': ['cutting']}, {'girl': ['eldest'], 'deal': ['good'], 'store': ['fancy'], 'scholar': ['smart'], 'doors': ['out'], 'girls': ['little'], 'patchwork': ['cutting']}, {'girl': ['eldest'], 'deal': ['good'], 'store': ['fancy'], 'scholar': ['smart'], 'doors': ['out'], 'girls': ['little'], 'patchwork': ['cutting']}, {'girl': ['eldest'], 'deal': ['good'], 'store': ['fancy'], 'scholar': ['smart'], 'doors': ['out'], 'girls': ['little'], 'patchwork': ['cutting']}, {'girl': ['eldest'], 'deal': ['good'], 'store': ['fancy'], 'scholar': ['smart'], 'doors': ['out'], 'girls': ['little'], 'patchwork': ['cutting']}, {'girl': ['eldest'], 'deal': ['good'], 'store': ['fancy'], 'scholar': ['smart'], 'doors': ['out'], 'girls': ['little'], 'patchwork': ['cutting']}]",6.230155455038864
316,00000021.txt,"martha had her baby on her
lap, asleep, in a soiled and ragged dress, while she was reading; the
little girl, who is about twelve, was cutting up some pretty pieces of
silk into nothing, that i could see, but a general litter over the
table.","['asleep', 'soiled', 'ragged', 'little', 'pretty', 'general']","['baby', 'lap', 'dress', 'girl', 'pieces', 'silk', 'litter', 'table']","[{'dress': ['soiled'], 'girl': ['little'], 'pieces': ['pretty'], 'litter': ['general']}, {'dress': ['soiled'], 'girl': ['little'], 'pieces': ['pretty'], 'litter': ['general']}, {'dress': ['soiled'], 'girl': ['little'], 'pieces': ['pretty'], 'litter': ['general']}, {'dress': ['soiled'], 'girl': ['little'], 'pieces': ['pretty'], 'litter': ['general']}]",6.798705333289585
317,00000021.txt,"martha ran a machine in the shoe-shop, bought a
melodeon, and took two or three quarters' music-lessons; purchased a
very handsome set of amethyst jewelry and two pretty silk dresses when
she was married.","['handsome', 'pretty']","['machine', 'shoe', 'shop', 'melodeon', 'quarters', 'music', 'lessons', 'set', 'amethyst', 'jewelry', 'silk', 'dresses']","[{'set': ['handsome'], 'dresses': ['pretty']}, {'set': ['handsome'], 'dresses': ['pretty']}]",7.431336635182392
318,00000021.txt,"she
paid miss gilman twenty-two dollars to make her two silk dresses.",[],"['gilman', 'dollars', 'silk', 'dresses']",[],8.905250654786576
319,00000021.txt,"how few had any stock of
underclothing, bed-linen, or useful and durable articles!""

""industry must come around in the fashion again.","['few', 'useful', 'durable']","['stock', 'underclothing', 'bed', 'linen', 'articles', 'industry', 'fashion']",[{'articles': ['useful']}],7.823531375654769
320,00000021.txt,"it taught children to sew, and to
manage economically.",[],['children'],[],8.975854348479983
321,00000021.txt,"yet
we often hear people laugh about the folly of cutting calico into bits
to sew together again.",[],"['people', 'folly', 'calico', 'bits']",[],7.892202672283081
322,00000021.txt,"you never see the nice old families flaunting their best silk and their
point-laces on ordinary occasions.","['nice', 'old', 'best', 'ordinary']","['families', 'silk', 'point', 'laces', 'occasions']","[{'families': ['nice', 'old'], 'silk': ['best'], 'occasions': ['ordinary']}, {'families': ['nice', 'old'], 'silk': ['best'], 'occasions': ['ordinary']}, {'families': ['nice', 'old'], 'silk': ['best'], 'occasions': ['ordinary']}]",8.349834747616946
323,00000021.txt,"my aunt would no sooner
think of being wasteful in her kitchen than she would of wearing her
velvet dress out on a rainy day.","['wasteful', 'rainy']","['aunt', 'kitchen', 'velvet', 'dress', 'day']",[{'day': ['rainy']}],7.024713926163833
324,00000021.txt,there is such a rage about the new style of papering.,['new'],"['rage', 'style']",[{'style': ['new']}],7.0758828923791395
325,00000021.txt,"and you and i ought to rejoice that he _did_ come back instead
of going off in that gloomy, diseased, manfred style, and upbraiding the
world. '","['gloomy', 'diseased', 'manfred']","['style', 'world']","[{'style': ['gloomy', 'diseased', 'manfred']}]",7.627160209038407
326,00000021.txt,"cameron knew every
gallon of oil, every pound of wool, every penny spent for repairs and
stock; hurd and yardley had kept account of every yard of cloth, and
what quality, that had passed through their hands; winston, of
travelling, advertising, commissions, &c.; and jack went over every
thing.",[],"['gallon', 'oil', 'pound', 'wool', 'penny', 'repairs', 'stock', 'account', 'yard', 'cloth', 'quality', 'hands', 'winston', 'travelling', 'advertising', 'commissions', 'thing']",[],7.279585335436481
327,00000021.txt,"""she
had no money to spend for dress, and she would accept no one's charity,""
she declared in her haughty way.",['haughty'],"['money', 'dress', 'one', 'charity', 'way']",[{'way': ['haughty']}],7.505124071708572
328,00000021.txt,"our wool was inferior, our
looms were inferior, our men knew so little, and demanded such high
wages.","['inferior', 'inferior', 'little', 'such', 'high']","['wool', 'looms', 'men', 'wages']","[{'wages': ['such', 'high']}]",7.4986320706038025
329,00000021.txt,"and she would be so much more
comfortable""--

martha's eyes went over the heavy, clinging dress, the disordered hair,
the bracelets that were like manacles as she threw her arms about,
moaning, muttering, and laughing shrilly.","['more', 'heavy']","['comfortable""--', 'eyes', 'dress', 'hair', 'bracelets', 'manacles', 'arms', 'moaning', 'muttering']","[{'eyes': ['more'], 'hair': ['disordered']}, {'eyes': ['more'], 'hair': ['disordered']}]",6.700808680834854
330,00000021.txt,"""

then he ran off home, and arrayed himself in spotless linen and
immaculate cuffs, complained a little that jane morgan should be away,
and begged his mother to ask in some of the pretty, friendly girls
living in the next house, if he should not be home to supper.","['little', 'pretty', 'friendly', 'next']","['home', 'spotless', 'linen', 'immaculate', 'cuffs', 'jane', 'morgan', 'mother', 'girls', 'house']","[{'girls': ['pretty', 'friendly'], 'house': ['next']}, {'girls': ['pretty', 'friendly'], 'house': ['next']}]",7.1028373892835655
331,00000021.txt,"""

""thank you,--i will, i will;"" and, touching his hat to miss mcleod, they
parted.

",[],"['you,--i', 'hat']",[],8.119679309065093
332,00000021.txt,"there had been a deal of cheap wool used, and many poor
workmen employed, during eastman's last year or two.

","['cheap', 'many', 'poor', 'last']","['deal', 'wool', 'workmen', 'year']","[{'wool': ['cheap'], 'workmen': ['many', 'poor'], 'year': ['last']}, {'wool': ['cheap'], 'workmen': ['many', 'poor'], 'year': ['last']}, {'wool': ['cheap'], 'workmen': ['many', 'poor'], 'year': ['last']}]",7.519271364568546
